   	NODE	LAT	LON	LENGTH	AZIMUTH	DISTANCE	RANGE
210	210	59,8016633	30,5203648	77,8391956596819	144,096341113779	16980,1232449407	16682,4245477301
211	211	59,8001953	30,522421	200,177083166508	144,833947471273	17180,3003281072	16882,310206016
212	212	59,7985686	30,524624	219,404570714752	145,73638483565	17399,704898822	17101,5590995201
213	213	59,7968559	30,5270676	235,006375417511	144,332388865546	17634,7112742395	17336,120236597
214	214	59,7941615	30,5308244	366,873221613184	144,953163362514	18001,5844958527	17702,5379655128
215	215	59,7906758	30,5357029	475,226551645069	144,849183320642	18476,8110474977	18177,1579438232
216	216	59,7901117	30,5364963	77,0351070425914	144,713360553146	18553,8461545403	18254,0883391525
217	217	59,7886824	30,5384758	194,196346101088	145,128868866423	18748,0425006414	18448,0917768833
218	218	59,7870209	30,5408079	226,749786437284	144,767048962657	18974,7922870787	18674,5538396325
219	219	59,785249	30,5432497	240,361418808372	145,260013159596	19215,1537058871	18914,7108794592
220	220	59,7823446	30,5472711	394,603726642781	145,131837304147	19609,7574325298	19308,9527573266
221	221	59,7791568	30,5516415	431,729933407861	145,394565499565	20041,4873659377	19740,379976612
222	222	59,7753833	30,5568857	513,342023792165	145,026980698473	20554,8293897299	20253,2479551769
223	223	59,77153	30,5622507	524,536748890937	144,974224055936	21079,3661386208	20777,3025158947
224	224	59,7690768	30,5657869	337,894847299305	144,031450201131	21417,2609859201	21114,6216120436
225	225	59,7690768	30,5657869	0		21417,2609859201	21114,6216120436
226	226	59,7689293	30,5659865	19,8950403680418	145,732302036176	21437,1560262882	21134,508822796
227	227	59,7689293	30,5659865	0		21437,1560262882	21134,508822796
228	228	59,7682782	30,5668984	88,8098357152235	144,809949696986	21525,9658620034	21223,2318169301
229	229	59,7678182	30,5675241	62,1484617631348	145,594033968043	21588,1143237665	21285,3516023315
230	230	59,7673955	30,5681598	59,1070812468494	142,866142814231	21647,2214050134	21344,2793909398
231	231	59,7669856	30,5688145	58,641353438986	141,193120606707	21705,8627584524	21402,5862325283
232	232	59,7657811	30,5708997	178,148656511296	138,922072507315	21884,0114149636	21578,8448990871
233	233	59,7654399	30,5715823	54,0027821037362	134,789720353075	21938,0141970674	21631,5804072354
234	234	59,76506	30,572386	61,8957676031275	133,189850851139	21999,9099646705	21691,637036641
235	235	59,764458	30,5736503	97,7033234265068	133,398328650644	22097,613288097	21786,5426110624
236	236	59,7638805	30,5750413	101,241745235021	129,504703035349	22198,855033332	21883,0625708512
237	237	59,7633964	30,5762628	87,2978963083948	128,203489970849	22286,1529296404	21965,7066442408
238	238	59,762911	30,5775949	92,3508835275848	125,889675784464	22378,503813168	22051,9082126545
239	239	59,7623504	30,5792724	113,085421416717	123,569243331574	22491,5892345847	22155,8132622764
240	240	59,7622463	30,579582	20,9105771566954	123,730624303199	22512,4998117414	22175,0589728351
241	241	59,7621702	30,5798345	16,5302534657727	120,899509243491	22529,0300652072	22189,9381507277
242	242	59,7619906	30,5804393	39,4419683962462	120,527039616525	22568,4720336035	22225,3377187423
243	243	59,7602261	30,5870709	421,372475331696	117,849830521484	22989,8445089351	22595,4198221239
244	244	59,7599852	30,5880014	58,7818332582468	117,206088161793	23048,6263421934	22646,8722926625
245	245	59,7594097	30,5903222	145,344506014191	116,21477986999	23193,9708482076	22773,0190979721
246	246	59,7589078	30,5923464	126,768539674204	116,212096780225	23320,7393878818	22883,2245263551
247	247	59,7588479	30,592588	15,1303115103441	116,209984293037	23335,8696993921	22896,3891407065
248	248	59,7587575	30,5929522	22,8133224609378	116,236017696944	23358,6830218531	22916,2482473495
249	249	59,7581839	30,5952626	144,730834396291	116,240846652676	23503,4138562494	23042,3678741683
250	250	59,7580153	30,5959421	42,5616008193531	116,227177113051	23545,9754570687	23079,4925669415
251	251	59,7577137	30,5971569	76,1001932242023	116,240581770306	23622,0756502929	23145,926371635
252	252	59,7577137	30,5971569	0		23622,0756502929	23145,926371635
253	253	59,7575233	30,5979255	48,1279528585849	116,190184299826	23670,2036031515	23187,9507551421
254	254	59,7575233	30,5979255	0		23670,2036031515	23187,9507551421
255	255	59,7573996	30,5984457	32,3242294085903	115,273392566391	23702,5278325601	23215,9339962083
256	256	59,7573996	30,5984457	0		23702,5278325601	23215,9339962083
257	257	59,7572741	30,5989622	32,2230432658446	115,754032753501	23734,7508758259	23243,9744812854
258	258	59,7572741	30,5989622	0		23734,7508758259	23243,9744812854
259	259	59,7570476	30,5998804	57,4491564685987	116,094099650779	23792,2000322945	23294,1599043013
260	260	59,7568949	30,6004268	35,1092674353956	119,024187338429	23827,3092997299	23325,6769941081
261	261	59,7567318	30,6010179	37,8692376140807	118,71531051045	23865,178537344	23359,5928393878
262	262	59,7565338	30,6017181	45,1178527074612	119,311118711706	23910,2963900515	23400,222020363
263	263	59,7562709	30,6024858	52,1533300930355	124,211980816406	23962,4497201445	23448,9661098952
264	264	59,7559925	30,6032941	55,0117863167485	124,365140577304	24017,4615064613	23500,4494069863
265	265	59,7557015	30,6040938	55,4228139532471	125,846245501362	24072,8843204145	23552,8188083441
266	266	59,7553932	30,6048689	55,4797987743701	128,297639273795	24128,3641191889	23605,9817533423
267	267	59,7550697	30,6056211	55,5583364033471	130,491949381598	24183,9224555922	23659,7975569423
268	268	59,7547436	30,6062916	52,3492423001851	133,996374405149	24236,2716978924	23711,209961466
269	269	59,7543991	30,6069874	54,7981783623795	134,507319998069	24291,0698762548	23765,1214260897
270	270	59,7540659	30,6076178	51,3201260485612	136,378794746129	24342,3900023033	23815,8871078303
271	271	59,75372	30,6082052	50,7478677119597	139,456514977636	24393,1378700153	23866,4150085249
272	272	59,7533734	30,6087697	49,9803165940223	140,634733045927	24443,1181866093	23916,2643368962
273	273	59,7530499	30,6092405	44,7142513472904	143,755433751528	24487,8324379566	23960,9715417274
274	274	59,7526278	30,6098746	59,0089502553525	142,8842705473	24546,841388212	24019,9482734459
275	275	59,7522034	30,6105608	61,0215306960285	140,838099890469	24607,862918908	24080,8262520473
276	276	59,7520586	30,6108147	21,5400376274642	138,546297567085	24629,4029565355	24102,2395508194
277	277	59,751846	30,6112055	32,3057432059043	137,201018209171	24661,7086997414	24134,2649178917
278	278	59,7515761	30,6117432	42,6368328715334	134,897829077535	24704,3455326129	24176,2738409245
279	279	59,7513614	30,6121896	34,6689307631095	133,674105938856	24739,014463376	24210,2996894409
280	280	59,7510906	30,6126929	41,3615382660589	136,885457316888	24780,3760016421	24251,2759516499
281	281	59,7508597	30,6130305	31,968018820318	143,626633778117	24812,3440204624	24283,2382754374
282	282	59,7506118	30,6133874	34,1372314200987	144,048071498362	24846,4812518825	24317,3732282026
283	283	59,7501908	30,6139639	57,011638241147	145,400743805329	24903,4928901236	24374,3806082563
284	284	59,7497949	30,6144601	52,1881325799813	147,731689736343	24955,6810227036	24426,4959030202
285	285	59,7489491	30,6155274	111,712659954235	147,555580264569	25067,3936826579	24538,0713247124
286	286	59,7488913	30,6155995	7,60935696634166	147,853519203563	25075,0030396242	24545,6690091134
287	287	59,748622	30,6159208	35,0206928630902	148,991217938976	25110,0237324873	24580,5926918164
288	288	59,7481969	30,6164695	56,5210412858124	146,965030960696	25166,5447737731	24637,0708277718
289	289	59,7481969	30,6164695	0		25166,5447737731	24637,0708277718
290	290	59,747823	30,6169496	49,636623179534	147,101276906809	25216,1813969526	24686,6653066423
291	291	59,747823	30,6169496	0		25216,1813969526	24686,6653066423
292	292	59,7475538	30,6172912	35,6138263582671	147,409091469956	25251,7952233109	24722,2405260634
293	293	59,7472819	30,6176344	35,9157123287959	147,546717534656	25287,7109356397	24758,1134398876
294	294	59,7470548	30,6179121	29,7306877957623	148,364038610678	25317,4416234355	24787,7850749991
295	295	59,746827	30,6181823	29,5782709400502	149,137748662953	25347,0198943755	24817,2769830614
